id,X,Y,M,V
2907,-150.3149,-274.18106,117.08395,0.979323
2908,244.5384,48.677113,84.508316,0.5553792
2909,71.27574,400.64548,72.791595,0.7732453
2910,-168.09166,-98.08719,110.832436,0.8662928
2911,25.169867,1.0407633,76.87432,0.41697797
2912,-140.99234,337.7774,91.56739,0.7074685
2913,-44.525543,201.15666,139.69034,0.39619866
2914,-74.92267,56.102497,84.04205,0.27522436
2915,-305.09286,-228.07983,54.351685,0.3146908
2916,-44.51518,-257.6864,73.00293,0.7049986
2917,-242.99121,-213.49712,78.78224,0.2051579
2918,226.96211,-90.7307,142.47067,1.001912
2919,221.76822,6.0296264,126.55904,0.21351261
2920,223.57841,-255.49988,82.375656,0.23786218
2921,308.015,53.16339,137.2338,0.20851715
2922,-125.13806,-102.26433,69.66782,0.380562
2923,-105.71222,410.08994,105.214005,0.40336317
2924,350.24152,-204.3115,62.00242,0.33481675
2925,-169.13469,64.32268,43.172565,0.42662477
2926,-303.25317,-72.13581,87.13573,0.8860958
2927,-224.58797,277.88055,58.236183,0.73950666
2928,-308.05624,-243.11008,53.15868,0.42313465
2929,9.716502,384.88568,79.142296,0.701775
2930,-199.0422,18.586477,108.0733,0.783875
2931,-14.315538,319.9774,57.155506,0.67836183
2932,232.37668,300.38745,123.37578,0.69916165
2933,19.401754,117.64923,90.16112,0.5488346
2934,286.27115,-193.37866,126.84082,0.20172422
2935,-315.4267,-277.7434,88.07292,0.5655401
2936,-213.71509,-234.53677,67.097374,0.3857503
2937,190.8061,-62.29308,89.009094,0.4269724
2938,-106.51099,108.03617,51.574615,0.8006075
2939,-10.032061,-351.50534,132.89336,0.5990728
2940,-88.03488,204.8489,56.031578,0.7455094
2941,-81.078514,-137.69379,33.777287,0.41076034
2942,-334.0954,285.2197,109.23573,0.62554455
2943,-395.2577,-313.1092,142.3425,0.81741226
2944,-135.69937,313.48782,107.42444,0.6002408
2945,19.644642,211.97624,127.00249,0.9059312
2946,244.76212,-27.98969,114.30876,0.6734627
2947,187.65742,-182.7874,76.918945,0.6774735
2948,200.93976,279.5709,63.89731,0.199921
2949,213.46553,243.62173,148.85663,0.58639586
2950,61.84548,171.37363,145.33693,0.5903026
2951,248.03284,88.863,115.94875,0.7249034
2952,-128.42859,-216.82141,105.86629,0.8484286
2953,211.86853,101.96493,105.43097,0.94687176
2954,225.74915,-207.59908,72.92007,0.49804455
2955,110.6284,213.7142,102.382065,0.6572542
2956,-217.36853,-263.0218,120.310974,0.20126557
2957,-240.49979,-221.53487,31.755198,0.36042055
2958,-325.66983,213.36539,129.46819,0.8113058
2959,-152.4338,-213.82678,103.7686,0.48660892
2960,-279.80426,-341.8913,108.96543,0.6239905
2961,-292.65234,8.566157,85.498085,0.6567726
2962,-201.7788,-177.02994,47.811394,0.5961544
2963,57.330055,-302.0957,76.25711,0.68497294
2964,-82.10753,-107.77466,32.01181,0.5208708
2965,160.39941,282.26343,89.497444,0.86334735
2966,-191.6213,-273.08292,137.71754,0.9119361
2967,252.55457,1.8425537,49.630783,0.51291215
2968,145.63594,409.9743,102.638405,0.3891906
2969,-23.514286,155.5322,85.00132,0.40669346
2970,-13.587781,-219.66975,124.28198,0.99376124
2971,225.0859,-172.2059,46.61775,0.21027613
2972,219.57576,-283.75522,92.703705,0.8245781
2973,95.699974,-137.26927,98.66733,0.51521075
2974,-193.45236,1.8550793,124.5992,0.8906186
2975,355.5195,-41.278587,62.5052,0.4554441
2976,235.36014,-272.03583,58.925682,0.19767419
2977,-200.75333,-245.32573,115.33746,0.19677326
2978,202.91568,-25.3247,60.948433,0.37641972
2979,7.7705855,158.9684,147.23611,0.77805924
2980,349.89813,-239.94443,93.80321,0.5523185
2981,206.73996,14.212071,97.80485,0.9090039
2982,-304.51868,229.01408,65.276535,0.606483
2983,-36.055,-347.89114,72.08741,0.7098072
2984,153.25247,331.17432,24.905079,0.9212018
2985,22.604746,-225.36165,52.528046,0.20226309
2986,73.401405,6.144793,60.08062,0.84809077
2987,-11.039841,-87.624016,43.48835,0.4793713
2988,305.71298,-100.09377,96.58865,0.52251863
2989,174.15103,-301.63257,48.12446,0.4133439
2990,255.88899,184.80669,112.89744,0.76280767
2991,-103.89231,-163.43219,95.61983,0.2007271
2992,-111.08938,90.84854,79.652756,0.20166636
2993,262.35577,-234.86516,121.937355,0.34742978
2994,-172.13922,241.24832,89.16898,0.7663156
2995,-413.93668,-164.21121,103.10696,0.3984014
2996,-77.83918,-202.43336,76.03688,0.38823685
2997,51.946617,-19.490622,76.50069,0.76392525
2998,-195.51045,0.16789189,106.08043,0.7199688
2999,-286.84772,-51.388386,131.48407,0.92705715
3000,-182.87755,-62.463085,97.94293,0.5253445
3001,-274.14978,-231.3626,98.78212,0.49453562
3002,427.19473,-162.99777,114.46086,0.68464506
3003,-121.58004,-208.47488,66.138596,0.42252415
3004,-375.92264,-230.97537,116.9427,0.6757523
3005,303.9659,394.13382,107.30574,0.3320951
3006,336.721,-166.58507,90.78099,0.7083268
3007,-16.359724,246.09587,41.287735,0.608292
3008,36.09902,124.29924,143.05705,0.6033753
3009,-80.454544,370.63434,81.74831,0.44851956
3010,-129.55156,69.52873,66.18547,0.21043882
3011,45.500427,4.8167596,171.07127,0.921425
3012,-152.72263,265.99268,78.40667,0.43657956
3013,220.66374,-226.08171,124.03292,0.2709251
3014,-407.02246,-181.1589,64.66152,0.7543527
3015,-258.6276,109.80013,135.32774,0.78399944
3016,-130.80173,197.6904,73.73328,0.6896025
3017,222.05875,-14.602106,106.97803,0.422081
3018,74.0555,226.54321,87.58477,0.54608977
3019,-14.254583,41.385193,71.12542,0.6290496
3020,-289.92636,138.10751,149.98572,0.82191944
3021,-228.96799,35.06781,108.17796,0.329983
3022,-382.21375,274.87842,85.98897,0.39630833
3023,73.23775,25.396395,92.913734,0.6575559
3024,3.0486016,-318.39493,84.26758,0.7044138
3025,218.56221,354.7475,91.07769,0.73394847
3026,-73.86811,375.75055,127.48073,0.65098107
3027,-95.483665,214.632,105.86111,0.6953926
3028,-245.8317,44.70245,106.75513,0.294556
3029,208.04044,87.61182,115.24941,0.3272521
3030,-117.52948,269.58002,86.48384,0.4047801
3031,411.212,84.42354,73.08765,0.5913023
3032,-134.9321,-301.79965,123.74644,0.9771034
3033,206.22209,163.02925,117.57745,0.80779666
3034,-247.0636,-242.12383,125.121605,0.7023407
3035,382.79352,18.845285,53.361828,0.831185
3036,-4.47231,366.82077,148.85736,0.7612968
3037,157.53821,-14.112024,103.36538,0.6357401
3038,-296.69196,-352.6561,136.05801,1.0021389
3039,-1.8920463,213.00232,60.564514,0.5749586
3040,-262.6907,-195.45209,76.582184,0.7132637
3041,-139.5716,-237.5142,115.5567,0.24262063
3042,-39.027737,182.35107,59.37738,0.74393564
3043,-88.780075,81.98157,46.46303,0.41588917
3044,-178.69882,58.29793,51.330322,0.8906043
3045,-265.2184,-111.92682,101.02567,0.92604715
3046,22.518108,152.99362,96.6646,0.7946437
3047,439.85483,-93.16532,150.65257,0.42980847
3048,-97.20512,155.48364,89.22633,0.8380461
3049,7.6966577,-235.13339,119.11949,0.8557728
3050,-145.86058,-177.6912,94.06804,0.85758066
3051,17.973703,191.0643,64.35623,0.41253653
3052,-271.52545,-196.75023,139.42786,0.40848866
3053,20.224163,13.750099,96.76322,0.67802227
3054,-204.8206,187.5459,49.227924,0.64869183
3055,239.7756,-74.73287,112.57957,0.4438861
3056,-108.987816,337.64838,116.29994,0.22227803
3057,279.21426,219.03745,71.11003,0.40438765
3058,127.26072,-271.09637,82.66161,0.671457
3059,212.98581,149.56345,95.32964,0.2085516
3060,236.08945,143.01682,70.374435,0.3879183
3061,-170.13052,49.673893,110.99675,0.8718502
3062,-209.64522,-195.34003,121.0779,0.8334681
3063,259.82968,275.12875,93.39208,0.44234133
3064,322.28613,-166.2168,53.682533,0.19714427
3065,-92.400635,-149.20604,102.86328,0.9079121
3066,-83.709694,-155.28369,131.71463,0.6311924
3067,-61.78306,406.84256,70.896645,0.86735094
3068,160.4183,366.72528,37.462334,0.82856447
3069,-4.897036,-77.497765,32.06284,0.41660586
3070,-159.347,100.076164,53.907,0.36935404
3071,373.92133,-169.7066,88.224266,0.90511733
3072,226.99023,-155.4219,117.5046,0.826622
3073,203.30424,249.55664,65.26287,0.8960141
3074,277.3792,-67.40138,102.19533,0.8176919
3075,150.93744,15.00802,95.8989,0.7331686
3076,-518.30365,-194.86275,106.30243,0.4155639
3077,5.9189544,234.39786,121.75802,0.78514236
3078,-421.96768,-197.41568,135.9854,0.62973607
3079,45.18357,304.46887,34.93524,0.5521806
3080,-31.18547,137.48279,101.768486,0.21525264
3081,-47.163124,251.90178,71.76543,0.4872573
3082,40.662804,384.833,120.420044,0.38896793
3083,252.057,2.2847717,75.12135,0.7739578
3084,-136.33441,15.622,46.45968,0.44366902
3085,-139.67343,-231.07202,84.53609,0.8874156
3086,-203.13345,242.45454,85.99461,0.5288064
3087,231.80396,-172.62039,164.12784,0.48388153
3088,264.36603,235.1416,95.24403,0.4215867
3089,162.83832,342.5953,68.31248,0.51480585
3090,171.90894,-238.35982,116.3173,0.6374299
3091,349.63593,-220.51143,94.81233,0.4167675
3092,-79.18834,65.85196,94.7466,0.82326585
3093,-190.69394,-389.81122,60.974377,0.37204558
3094,-275.13553,127.286644,153.26102,0.52309555
3095,124.855515,244.7056,80.61461,0.89096755
3096,225.35918,-180.55862,33.280052,0.4259172
3097,-75.11713,47.29679,123.15651,0.98055136
3098,210.05869,-282.68726,70.18101,0.7029935
3099,-233.07126,-82.503784,75.38347,0.45927882
3100,61.86399,373.55475,155.66191,0.81418836
3101,153.16995,399.21945,157.29692,0.4773147
3102,-239.34712,-136.2043,76.81322,0.9131897
3103,303.74844,-84.91838,81.602905,0.2176301
3104,211.33894,-63.75515,105.47453,0.87669927
3105,184.51787,137.8066,121.01819,0.8603088
3106,-35.842113,296.5169,92.80625,0.41379276
3107,384.82385,-240.37802,112.28371,0.38364866
3108,230.19363,-206.98392,49.846806,0.71989405
3109,252.65335,79.675316,126.187,0.85573226
3110,122.52977,-175.26999,90.872055,0.28147426
3111,-4.8589754,12.246954,93.11122,0.92264634
3112,-128.8861,-203.02054,125.3318,0.70164263
3113,419.45215,-197.5336,117.91805,0.8667488
3114,-229.0042,287.04364,132.16528,0.20813808
3115,269.12213,-32.530434,117.884384,0.39934483
3116,-122.604614,183.75131,147.08047,0.66077995
3117,38.3828,130.04617,81.073845,0.47690457
3118,-212.09346,363.55945,107.41465,0.5357431
3119,-282.89993,-122.43941,104.609924,0.39323726
3120,-96.411606,-258.45422,89.24701,0.7132349
3121,288.22876,49.685005,54.1928,0.45971292
3122,-105.41679,-251.91829,70.14945,0.7254082
3123,14.801661,388.77765,100.79417,0.6550652
3124,-206.2052,-272.64435,48.538273,0.72336423
3125,330.97668,-161.60551,67.46639,0.617803
3126,330.4582,-226.94023,127.35942,0.37773567
3127,-47.53178,-70.40366,125.19183,0.5350028
3128,-20.910074,-271.00043,118.159256,0.69441557
3129,373.4232,-372.89996,88.66305,0.59660083
3130,-235.20088,188.22922,73.729355,0.788139
3131,126.57469,169.32036,85.05325,0.19795033
3132,97.57227,313.68802,112.54878,0.94946754
3133,-84.67479,-45.303604,63.385548,0.42633033
3134,144.79497,253.35416,33.204273,0.8733951
3135,-296.46368,270.38925,104.990456,0.27915916
3136,-315.02682,18.821997,104.262474,0.5885148
3137,300.3454,-269.98325,126.516556,0.6324506
3138,-41.846,171.33685,106.652565,0.87889016
3139,91.24544,-4.545643,123.60514,0.8350965
3140,181.01003,308.10477,40.845425,0.61060286
3141,25.659632,150.11813,141.79208,0.39528054
3142,-66.38088,-275.8963,69.268814,0.39392838
3143,-152.43694,86.7572,91.97257,0.9330349
3144,-315.1957,-206.33257,113.90184,0.7082415
3145,203.91306,156.10349,62.29551,0.85696566
3146,-97.619896,265.442,59.791492,0.49933332
3147,179.66309,255.25412,127.83693,0.19761178
3148,-162.02844,199.37929,44.80364,0.2125119
3149,235.59363,-55.650978,61.704765,0.38069266
3150,-397.7706,-59.090008,91.43321,0.34739748
3151,-37.063824,262.86002,93.294266,0.21628983
3152,137.44537,405.88373,91.49815,0.6617866
3153,-324.71036,-225.98792,98.1021,0.43134293
3154,35.623222,364.13763,107.882935,0.5249458
3155,-345.1722,-77.0675,117.18175,0.36236814
3156,170.63835,215.6906,57.97649,0.20505758
3157,151.89702,-20.270168,98.132355,0.47533965
3158,40.18397,-258.2029,62.476856,0.40365458
3159,-44.2666,-126.48688,134.66745,0.75731176
3160,-252.41252,-91.828285,145.12015,0.98995847
3161,151.30676,-199.58966,94.46938,0.4390419
3162,363.1077,-217.08817,119.394,0.85247195
3163,253.57315,180.3118,58.567463,0.24740978
3164,291.9513,10.130081,78.64964,0.20627542
3165,-245.49484,282.92957,55.507763,0.56648314
3166,-40.850372,350.618,27.052597,0.45127565
3167,348.41553,-133.38797,72.4011,0.4103701
3168,-66.968216,109.505516,69.62203,0.86709946
3169,361.74432,-263.0783,91.46225,0.34622443
3170,303.16513,-170.38815,49.8293,0.4150959
3171,-297.70074,-342.59174,103.97069,0.3876886
3172,172.76978,1.6800798,63.749573,0.43619126
3173,-239.9126,-148.64702,106.41103,0.8698866
3174,-89.60563,-272.148,120.05868,0.38598147
3175,286.5678,295.4201,118.796646,0.84879017
3176,-233.20743,11.77878,89.393814,0.8584644
3177,202.7314,-218.24341,156.95264,0.6107749
3178,71.9379,25.10339,37.15374,0.6624446
3179,272.565,-39.74066,99.92413,0.7058438
3180,-258.17722,42.86489,55.475178,0.76475585
3181,-283.7403,4.0493035,83.91725,0.7063941
3182,105.47788,-18.821047,108.258865,0.53035676
3183,-173.66167,-83.02663,58.66645,0.3229943
3184,-250.4853,-271.49734,77.62148,0.52601016
3185,-190.85872,45.273937,73.80445,0.73520726
3186,-276.76062,-31.486185,130.07286,0.6311945
3187,-145.8822,115.774155,98.388855,0.76632375
3188,-153.67082,-229.24414,81.20193,0.1974875
3189,70.03386,363.46375,55.42904,0.6125941
3190,173.64343,134.90422,23.664936,0.51711494
3191,-172.49423,-35.664112,90.22464,0.46660247
3192,229.48782,305.60477,133.54141,0.9096033
3193,-68.06973,193.84818,116.31627,0.9521406
3194,243.20743,197.10916,100.081,0.71020955
3195,117.571495,155.83568,111.55127,0.62723094
3196,127.61311,198.0857,43.24187,0.20447688
3197,-165.01797,-266.2234,97.20073,0.5549099
3198,-231.048,52.02839,57.907036,0.70757484
3199,321.48468,114.09617,113.30011,0.76157975
3200,-177.63641,-130.78473,54.289032,0.6786747
3201,410.72812,54.638885,123.198364,0.39991546
3202,-206.02774,-263.58386,121.951454,0.4379161
3203,-117.48915,310.42276,18.766296,0.8046855
3204,-3.7695649,-41.491596,125.89508,0.61675674
3205,105.02063,-282.69962,86.641655,0.56807154
3206,-212.98889,-124.86021,90.49904,0.77864397
3207,-113.23247,310.3073,72.23786,0.9247762
3208,292.7566,-265.63535,139.97392,0.8411992
3209,-275.674,-155.04305,89.7664,0.52911735
3210,187.72067,296.90088,96.46794,0.8038427
3211,43.404926,-0.67490613,150.1209,0.69456637
3212,-431.70117,-26.421314,63.11676,0.76335174
3213,17.867834,166.18292,125.888466,0.4716949
3214,-85.13916,-287.812,91.21153,0.20653534
3215,4.1289635,353.3527,101.39932,0.5485357
3216,124.69618,-356.38544,113.784836,0.68100846
3217,92.85792,392.23114,149.34392,0.6864986
3218,283.315,-222.8143,70.54659,0.7160808
3219,215.52617,-271.13687,48.854782,0.5709445
3220,-193.12971,-182.21173,114.26681,0.5948728
3221,-331.86154,-116.74905,126.03575,0.43355975
3222,223.40292,360.52533,113.28174,0.92178535
3223,175.70273,169.01321,129.59581,0.73623353
3224,231.18948,-171.63774,157.32613,0.7902792
3225,221.61443,-271.66766,93.40397,0.6380345
3226,95.408226,292.04834,83.88613,0.3862547
3227,151.42014,-177.57422,151.07956,0.7715497
3228,43.579517,157.73944,146.48628,0.96181834
3229,254.30444,-233.2852,118.4265,0.8813877
3230,304.2078,122.75159,70.273994,0.70170814
3231,266.84113,224.11731,105.053,0.4712804
3232,155.56319,-53.109608,85.95947,0.32552537
3233,-154.7667,206.7146,64.97737,0.44243273
3234,-426.7609,-242.70383,96.37687,0.40590128
3235,-307.2149,122.87048,40.745827,0.44217157
3236,164.20224,-125.66399,162.35547,0.96774703
3237,135.17407,241.90039,74.52824,0.42083597
3238,-57.08485,-19.392933,63.310753,0.82977754
3239,-203.05501,307.35416,122.71244,0.8710715
3240,-321.1289,-315.72833,56.95531,0.8441904
3241,273.81332,-21.775736,107.331345,0.6497545
3242,-348.11597,-164.43736,96.38654,0.51463646
3243,29.458607,263.5335,93.63835,0.9604435
3244,-168.0193,-134.98361,107.23859,0.730724
3245,236.47151,-263.57712,114.95323,0.7161056
3246,-33.510963,322.98013,46.092686,0.4381906
3247,-370.57968,-138.48276,134.01048,0.57855815
3248,193.5467,-99.951645,129.3853,0.8377224
3249,-96.59303,62.604576,88.45902,0.8041835
3250,208.65633,-49.604027,134.18765,0.8114933
3251,39.955315,190.60757,88.807045,0.8539103
3252,5.7797747,52.14903,84.87992,0.19995236
3253,182.95248,163.32858,84.28555,0.6088465
3254,306.8095,-96.37013,55.32945,0.19797048
3255,-308.83908,-137.14185,74.41355,0.79787755
3256,227.63884,-267.9504,78.98868,0.59605086
3257,291.39166,-9.352665,89.926025,0.881231
3258,307.80328,176.11794,131.9296,0.88571817
3259,34.193615,-289.79678,99.30331,0.8173133
3260,-327.83368,-155.55484,123.02437,0.5954254
3261,-210.19746,243.01334,107.23845,0.60568106
3262,152.68405,18.308743,111.49966,0.39672855
3263,70.583046,-107.65529,137.36974,0.9252899
3264,89.75875,360.89935,147.02397,0.79239756
3265,-328.0011,-1.2816429,108.31505,0.7871864
3266,-409.73065,133.8088,109.33378,0.431601
3267,-171.33133,-98.6125,141.79848,0.88756067
3268,-266.4366,-227.93086,104.72666,0.96766376
3269,65.06999,-89.344925,109.045456,0.80882424
3270,188.09212,25.746332,100.94781,0.6742939
3271,235.81628,328.1259,93.34739,0.44823855
3272,-264.6413,-234.69116,41.656208,0.4559893
3273,-132.24947,-85.22199,44.805637,0.346891
3274,-207.7926,-291.86078,114.91673,0.58687764
3275,-1.8338432,206.00996,109.66069,0.9629051
3276,94.85162,195.42252,104.37648,0.49208957
3277,3.4060364,230.72952,83.81698,0.67543554
3278,164.23886,-239.98987,140.41731,0.4363597
3279,174.60495,148.65239,88.06377,0.9274173
3280,251.91731,-125.50549,28.501715,0.3753635
3281,396.19397,-365.05875,112.98265,0.5551921
3282,408.95233,-120.77706,77.3843,0.43347734
3283,-250.70895,172.76425,80.02257,0.23111573
3284,346.63495,126.36394,99.07109,0.63951635
3285,-250.26668,25.670248,55.565285,0.3480566
3286,-200.815,-213.88754,89.73564,0.6649736
3287,327.72964,-59.17107,109.22113,0.5164681
3288,329.11978,351.17047,116.99186,0.7128562
3289,340.47784,-166.86899,77.75283,0.40423632
3290,-35.147305,19.017553,136.72238,0.6779132
3291,135.22958,395.9746,100.859245,0.37748522
3292,253.82797,-151.18552,35.44483,0.41432586
3293,-107.180115,304.8164,79.254745,0.594291
3294,138.1322,290.03165,126.17997,0.53262246
3295,-197.36304,-234.76242,149.87224,0.61624247
3296,17.348764,195.83607,65.96602,0.86349994
3297,15.532008,-330.4364,102.726,0.901104
3298,299.50153,-188.76201,54.212055,0.7755548
3299,226.7786,37.061104,91.55693,0.7332842
3300,63.27306,259.96167,97.83107,0.9064314
3301,-39.728878,-242.4775,125.78035,0.6420745
3302,142.32297,361.22714,67.330734,0.5073384
3303,-175.7124,129.79672,55.512108,0.817256
3304,-169.17178,102.80308,64.13594,0.8147885
3305,264.03812,212.20808,76.85036,0.6896694
3306,-207.87576,151.01291,116.21765,0.7630688
3307,1.6412064,398.69745,140.49832,0.70301807
3308,20.920527,134.26877,94.595055,0.20360231
3309,-302.79327,-263.55206,125.8041,0.20005636
3310,-314.22467,-23.371962,131.55359,0.9498278
3311,-389.03833,-210.2037,124.352554,0.9346102
3312,-229.05159,91.47222,147.62411,0.8240512
3313,-336.38965,-104.22481,91.32985,0.21046062
3314,127.33476,-147.81943,132.16576,0.85452956
3315,139.7799,90.99394,45.27706,0.44687557
3316,-140.80063,-161.01004,120.84298,0.8314945
3317,-449.67432,-217.3201,125.066696,0.8157919
3318,-221.73885,-137.5134,60.71369,0.86574876
3319,-417.63535,-262.539,123.09181,0.87511843
3320,-397.39014,-135.80919,99.41138,0.8724381
3321,144.18979,-14.336041,102.70451,0.9137901
3322,350.823,-262.5866,61.8079,0.5183797
3323,296.22015,16.810726,67.23747,0.8272586
3324,-256.37595,67.69852,108.76665,0.26672092
3325,332.1014,-168.47887,131.85721,0.22671561
3326,-230.67554,49.814568,136.85704,0.48106185
3327,175.55743,265.16754,109.37321,0.25851247
3328,-146.09555,158.36145,109.67348,0.1983821
3329,279.62335,-269.45352,70.80257,0.37695616
3330,350.46265,15.1537075,73.33059,0.8141756
3331,320.2907,-92.189995,103.38591,0.6438428
3332,-23.261372,136.81131,56.268047,0.85142434
3333,-37.348736,160.04456,36.194054,0.91437167
3334,83.25178,2.9610572,103.76518,0.40549344
3335,-70.41112,-18.490528,63.220837,0.44606155
3336,-44.295105,-164.84746,124.02893,0.4800539
3337,34.432487,-145.6798,88.11736,0.43707076
3338,-192.14401,50.36195,45.079002,0.48093373
3339,234.95174,-122.876205,92.16925,0.89532185
3340,424.8731,-233.5356,95.130295,0.38036516
3341,-206.23979,-222.12334,97.48858,0.4069809
3342,-27.589214,-156.14992,59.171215,0.8661195
3343,-124.603676,105.83042,113.239,0.5546011
3344,66.90358,348.12225,58.00434,0.76148736
3345,171.29993,56.94941,94.29613,0.449365
3346,155.87927,206.83167,148.33237,0.7395465
3347,-340.58633,-77.59082,154.97864,0.7128016
3348,79.945114,-104.44065,99.85675,0.5146275
3349,-340.54547,-108.86076,133.17612,0.6706988
3350,152.35638,126.30672,122.92372,0.6067709
3351,60.446404,239.35933,79.81838,0.80968857
3352,-95.631935,155.24065,66.44737,0.2049067
3353,-154.61858,6.089291,38.60297,0.8075349
3354,160.0113,-231.66989,33.77397,0.7081529
3355,110.33972,-265.85922,119.45376,0.6135121
3356,-199.44913,196.36394,152.35687,0.8000475
3357,207.50562,17.650509,65.6615,0.84393656
3358,199.55942,114.34985,104.4401,0.93735963
3359,289.51505,-225.14978,115.625626,0.4106597
